impact electrofuels import (2035),impact electrofuels import (2040),impact electrofuels import (2045),impact electrofuels import (2050),geo_tension_biofuels_2035,geo_tension_biofuels_2040,geo_tension_biofuels_2045,geo_tension_biofuels_2050,impact electricity import (2035),impact electricity import (2040),impact electricity import (2045),impact electricity import (2050),nuclear SMR not available,Direct Air Capture Technology not available,CCS not available,geothermal energy not available,ammonia-fired CCGT not available, Ammonia Cracking Technology,availability of Photovoltaic Solar Power (2035),availability of Photovoltaic Solar Power (2040),availability of Photovoltaic Solar Power (2045),availability of Photovoltaic Solar Power (2050),availability of Onshore Wind Power (2035),availability of Onshore Wind Power (2040),availability of Onshore Wind Power (2045),availability of Onshore Wind Power (2050),availability of Offshore Wind Power (2035),availability of Offshore Wind Power (2040),availability of Offshore Wind Power (2045),availability of Offshore Wind Power (2050),energy demand (2035),energy demand (2040),energy demand (2045),energy demand (2050),Exchange Rate (2035),Exchange Rate (2040),Exchange Rate (2045),Exchange Rate (2050),resistance to LT heating renovation (2035),resistance to LT heating renovation (2040),resistance to LT heating renovation (2045),resistance to LT heating renovation (2050),resistance to mobility change (2035),resistance to mobility change (2040),resistance to mobility change (2045),resistance to mobility change (2050),nuclear power no longer available,Total Photovoltaic Solar Power,Total Onshore Wind Power,Total Offshore Wind Power,total energy demand,transition_cost,fail
0.2,0.8,0.4,1.0,0.2,0.8,1.0,0.4,0.0,0.4,0.4,0.0,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,0.4,0.4,0.6,0.2,0.0,0.6,0.0,1.0,0.4,0.2,0.2,1.0,0.4,0.6,0.6,0.8,0.6,0.2,0.0,1.0,0.4,0.4,0.6,0.0,0.4,0.8,0.4,0.0,0.25,1.6,1.6,1.8,0.36000000000000004,0.0,1.0
0.0,0.2,1.0,0.8,0.0,0.6,0.8,1.0,1.0,1.0,0.4,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.2,0.6,0.8,0.4,1.0,1.0,0.6,0.2,1.0,0.4,0.6,0.6,0.0,0.4,0.6,0.4,0.2,0.0,0.8,1.0,0.0,1.0,1.0,0.4,0.4,0.2,0.6,1.0,0.75,2.0,2.8000000000000003,2.6,0.21,1024038.3611980914,0.0
0.6,0.8,0.4,0.2,0.6,0.0,0.2,0.4,0.4,0.4,1.0,0.6,1.0,0.6666666666666666,0.6666666666666666,1.0,0.0,1.0,0.8,0.0,0.2,1.0,0.4,0.4,0.0,0.8,0.4,1.0,0.0,0.0,0.6,1.0,0.0,1.0,0.8,0.6,0.2,0.4,0.6,0.4,0.4,1.0,1.0,0.8,0.0,0.4,0.25,2.0,1.6,1.4,0.39,1159606.4899299913,0.0
1.0,0.4,0.0,1.0,1.0,1.0,0.4,0.8,0.6,0.0,0.2,0.8,0.0,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.6,0.8,0.0,0.2,0.0,0.8,1.0,1.0,0.2,0.6,0.8,0.2,0.2,0.8,1.0,0.0,1.0,0.2,0.4,0.2,0.8,0.8,0.2,0.2,0.6,0.6,0.4,0.8,1.0,1.6,2.8,1.8,0.3,0.0,1.0
0.4,1.0,0.6,0.4,0.4,0.4,1.0,0.2,0.0,0.6,0.8,0.2,0.6666666666666666,0.3333333333333333,1.0,0.0,1.0,0.6666666666666666,0.0,0.2,0.6,0.8,0.6,0.2,0.4,0.4,0.8,0.0,0.2,0.8,0.8,0.2,0.4,0.6,0.4,0.8,1.0,0.8,0.2,0.2,0.8,0.8,0.0,0.0,1.0,0.2,0.5,1.6,1.6,1.8,0.3,1095568.4539916045,0.0
0.2,0.4,0.4,0.6,1.0,0.2,0.6,0.4,1.0,0.0,0.0,0.8,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.4,0.2,0.8,0.2,0.0,0.8,1.0,0.6,0.4,0.6,0.0,1.0,0.0,0.4,0.2,0.6,0.2,0.4,0.6,0.2,0.2,0.2,0.0,0.6,0.8,0.8,0.4,0.0,1.4,2.0,1.6,0.24,1050921.298285393,0.0
0.8,1.0,1.0,0.0,0.4,0.8,0.0,1.0,0.4,0.6,0.6,0.2,1.0,1.0,0.0,1.0,0.6666666666666666,0.6666666666666666,0.6,1.0,0.8,0.2,0.8,0.6,0.2,0.4,0.0,1.0,0.0,0.6,0.4,0.6,1.0,0.8,0.0,0.8,1.0,0.0,0.8,0.8,0.8,0.6,0.0,0.2,0.2,1.0,0.5,2.6000000000000005,2.0,1.6,0.42,1174676.7847397423,0.0
0.6,0.0,0.8,1.0,0.2,0.0,0.2,0.0,0.8,0.8,0.4,0.4,0.0,0.6666666666666666,1.0,0.6666666666666666,1.0,0.3333333333333333,1.0,0.0,1.0,0.6,0.6,0.2,1.0,0.0,0.4,0.8,1.0,1.0,0.8,0.8,0.2,0.4,0.4,0.4,0.6,0.4,1.0,0.0,0.6,0.4,0.2,0.4,0.4,0.0,0.25,2.6,1.8,3.2,0.33,0.0,1.0
0.0,0.6,0.2,0.4,0.8,0.6,0.8,0.6,0.2,0.2,1.0,1.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.4,0.6,0.4,0.0,0.0,0.8,0.4,0.6,1.0,0.2,0.4,0.4,0.2,0.2,0.8,1.0,1.0,1.0,0.0,1.0,0.4,0.6,0.0,1.0,0.8,1.0,1.0,0.6,1.0,1.4,1.8000000000000005,2.0,0.33,1089958.307776678,0.0
0.0,0.2,0.8,0.2,0.2,0.8,0.0,0.8,0.6,0.8,0.2,0.8,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.4,0.8,0.2,1.0,0.2,0.2,0.4,0.6,0.2,0.6,1.0,0.8,0.0,0.2,0.2,1.0,1.0,0.0,0.4,0.4,0.2,0.2,0.0,0.2,0.4,0.8,0.4,1.0,0.5,2.4000000000000004,1.4,2.6,0.21,1036881.7427464508,0.0
0.6,0.8,0.2,0.8,0.8,0.2,0.6,0.2,0.0,0.2,0.8,0.2,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,0.6666666666666666,1.0,0.2,0.8,0.4,0.8,0.8,1.0,0.0,0.8,0.0,0.4,0.2,0.6,0.8,0.8,0.4,0.4,0.6,1.0,1.0,0.8,0.8,0.6,0.8,1.0,0.2,1.0,0.4,0.0,2.4,2.6,1.4,0.39,1100384.79040241,0.0
0.8,0.4,0.4,0.4,0.6,1.0,0.8,0.6,0.8,0.0,0.4,0.4,0.6666666666666666,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.6,1.0,1.0,0.8,0.6,0.0,0.0,0.4,1.0,0.4,0.8,0.4,0.4,1.0,0.4,0.6,0.0,0.2,0.6,0.8,1.0,0.0,1.0,0.0,0.6,0.0,0.8,0.6,0.75,3.4000000000000004,1.0,2.6,0.36,1115136.5544550233,0.0
0.2,1.0,1.0,1.0,0.0,0.4,0.2,0.0,0.2,0.6,1.0,1.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,1.0,0.0,0.4,0.4,0.2,0.0,0.6,0.6,1.0,0.4,1.0,0.2,1.0,1.0,0.4,1.0,0.0,0.6,0.8,0.0,0.2,0.4,0.6,0.4,0.6,0.0,0.6,0.2,0.0,0.25,1.0,2.2,2.6,0.36,0.0,1.0
0.4,0.2,0.0,0.0,0.6,0.2,0.2,0.4,0.6,0.2,0.4,0.0,1.0,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2,0.4,0.8,0.2,1.0,0.8,0.4,0.2,0.4,0.6,0.8,0.0,0.8,0.4,1.0,0.8,0.4,0.2,0.6,0.0,0.0,1.0,0.6,0.2,0.8,0.0,0.2,0.2,0.0,1.6,2.4000000000000004,1.8,0.44999999999999996,1078657.6005087453,0.0
1.0,0.8,0.6,0.6,0.0,0.8,0.8,1.0,0.0,0.8,1.0,0.6,0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,1.0,0.8,1.0,0.2,0.8,0.4,0.2,1.0,0.8,1.0,0.0,0.2,0.6,0.2,1.0,0.4,0.2,1.0,0.8,0.0,0.6,0.6,0.4,0.0,0.8,0.2,0.6,0.8,0.8,0.75,2.8,2.4000000000000004,1.7999999999999998,0.27,1117788.8744387403,0.0
0.6,0.0,1.0,0.4,0.4,0.0,1.0,0.2,1.0,1.0,0.0,0.8,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,0.2,1.0,0.2,0.6,0.6,0.2,0.6,0.8,0.6,0.6,0.6,1.0,0.8,0.4,0.2,0.8,0.8,0.6,0.2,0.4,0.4,1.0,0.6,0.0,0.5,1.0,2.0,2.2,0.42,1138247.092671047,0.0
0.0,0.6,0.4,1.0,1.0,0.6,0.4,0.8,0.4,0.4,0.6,0.2,0.0,1.0,0.0,0.0,0.0,0.6666666666666666,0.4,0.6,0.6,0.6,0.8,0.4,0.8,0.0,0.0,0.8,0.0,0.2,0.0,0.0,0.0,0.4,0.2,1.0,0.8,0.2,0.2,0.0,0.8,1.0,1.0,0.4,0.0,0.6,1.0,2.2,2.0,1.0,0.06,0.0,1.0
0.2,0.4,1.0,0.6,0.8,0.6,0.0,0.2,0.8,1.0,0.6,0.4,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.0,0.2,0.4,1.0,0.6,0.2,0.0,0.2,0.8,0.6,0.8,0.6,0.0,0.2,1.0,0.0,0.6,0.6,0.6,0.4,0.4,0.2,0.8,0.8,0.6,1.0,0.6,1.0,0.4,0.25,2.2,1.2000000000000002,2.0,0.26999999999999996,1074550.998345955,0.0
0.8,1.0,0.4,0.0,0.2,0.0,0.6,0.8,0.2,0.4,0.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.8,1.0,0.4,0.0,0.8,0.6,0.8,0.2,0.0,0.2,0.0,0.6,0.8,0.4,0.6,0.0,0.0,0.0,1.0,1.0,0.8,0.2,0.2,0.0,0.4,0.0,0.4,1.0,0.75,2.2,2.4000000000000004,0.8,0.2700000000000001,1130779.6468936976,0.0
1.0,0.0,0.2,0.8,0.0,0.8,0.8,0.4,1.0,0.0,0.8,0.8,0.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.6,0.2,0.0,1.0,0.6,0.4,0.4,0.0,0.2,0.0,1.0,1.0,0.0,0.0,0.2,0.8,0.2,1.0,0.8,0.6,1.0,1.0,0.4,0.8,0.2,0.4,0.0,0.2,0.5,1.8,1.4,2.2,0.15,0.0,1.0
0.4,0.6,0.8,0.2,0.6,0.2,0.2,1.0,0.4,0.6,0.2,0.2,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.0,0.8,0.6,0.4,0.0,1.0,1.0,0.6,0.8,0.6,0.4,0.4,0.6,0.6,0.8,0.2,0.8,0.4,0.2,0.0,0.4,0.4,1.0,0.2,0.8,1.0,0.6,0.8,1.0,1.7999999999999998,2.6,2.2,0.33,1145180.865741861,0.0
0.2,0.0,0.2,0.8,0.2,0.4,0.0,0.6,0.6,0.2,1.0,1.0,0.3333333333333333,0.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.6,0.2,0.0,1.0,1.0,0.0,0.2,1.0,1.0,0.6,0.6,0.8,0.6,1.0,1.0,0.2,0.6,0.6,0.2,0.0,0.0,0.0,1.0,0.0,0.4,0.8,0.8,0.5,0.8,2.2,3.2,0.51,1135825.837714689,0.0
0.8,0.6,0.8,0.2,0.8,1.0,0.6,0.0,0.0,0.8,0.4,0.4,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,1.0,0.6,0.0,0.8,0.6,0.4,0.4,0.6,0.8,0.4,0.4,0.0,0.0,0.2,0.0,0.4,0.4,0.8,0.0,0.0,0.8,0.6,0.6,0.6,0.4,0.6,1.0,0.2,0.2,0.0,2.0,2.2,0.8,0.15,1005190.622078807,0.0
0.6,0.2,0.6,1.0,1.0,0.0,1.0,1.0,0.8,1.0,0.8,0.0,0.0,1.0,0.6666666666666666,0.0,0.6666666666666666,0.0,1.0,0.8,1.0,0.2,0.0,0.8,0.2,1.0,0.0,0.2,0.8,0.2,1.0,0.2,0.8,0.6,1.0,0.8,0.2,1.0,1.0,0.2,0.8,0.6,0.8,0.8,0.0,0.6,1.0,3.0,2.0,1.2,0.39,0.0,1.0
0.0,0.8,0.0,0.4,0.4,0.6,0.4,0.4,0.2,0.4,0.2,0.6,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.0,0.6666666666666666,0.4,0.2,0.4,0.8,0.6,0.2,0.8,0.4,0.6,0.8,0.2,0.8,0.4,0.8,0.2,0.0,0.4,0.2,0.8,0.4,0.4,0.8,0.2,0.0,0.2,0.2,0.6,0.0,0.25,1.8,2.0,2.4,0.21,1062504.4246008503,0.0
0.0,0.2,0.4,0.4,0.0,1.0,0.6,0.0,0.2,0.6,0.4,0.4,0.0,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,0.0,0.8,0.4,0.0,0.2,0.0,0.2,0.2,0.6,0.0,0.6,0.4,1.0,1.0,0.0,0.8,0.0,0.4,0.8,0.2,0.6,0.0,0.2,0.0,1.0,0.0,0.6,0.6,1.0,1.2000000000000002,0.6000000000000001,1.6,0.42,1173138.7605949405,0.0
0.6,0.8,1.0,1.0,0.6,0.4,0.0,0.6,0.8,0.0,1.0,1.0,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.6,0.2,1.0,0.6,0.8,0.6,0.8,0.8,0.0,0.6,0.0,1.0,0.4,0.4,0.6,0.2,0.6,1.0,0.2,0.8,0.0,0.6,0.8,0.6,0.4,0.6,0.0,0.0,0.5,2.4,3.0,1.6,0.24,1087183.6516551152,0.0
1.0,0.0,0.6,0.0,0.8,0.8,0.4,0.4,0.0,0.4,0.0,0.8,0.3333333333333333,0.0,1.0,0.0,0.0,1.0,0.8,0.6,0.8,0.2,0.6,0.4,0.4,1.0,0.2,0.8,1.0,0.6,0.6,0.0,0.4,1.0,0.8,0.2,0.4,1.0,0.4,0.4,0.6,0.2,0.2,0.8,0.4,1.0,0.75,2.4000000000000004,2.4,2.6,0.3,1063958.2485136013,0.0
0.4,0.6,0.0,0.6,0.2,0.2,1.0,1.0,0.6,1.0,0.6,0.2,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.2,0.0,0.2,0.8,0.0,1.0,1.0,0.4,0.8,0.2,0.4,0.0,0.0,0.6,1.0,0.4,0.2,0.8,1.0,0.4,1.0,1.0,0.0,0.8,0.8,0.2,1.0,0.4,0.0,1.2000000000000002,2.4,1.4,0.3,1084610.575319929,0.0
0.4,0.2,0.8,0.4,1.0,0.0,0.8,0.8,0.4,0.2,0.2,0.8,0.0,0.6666666666666666,0.0,1.0,0.3333333333333333,1.0,0.4,0.0,0.6,0.8,1.0,0.8,0.0,0.8,1.0,0.0,0.8,1.0,0.2,0.6,0.8,0.8,0.6,0.4,0.2,0.2,0.6,0.8,1.0,0.4,0.0,1.0,0.8,0.2,0.25,1.8,2.6,2.8,0.36000000000000004,1091628.5655625877,0.0
1.0,0.8,0.2,1.0,0.4,0.6,0.2,0.2,1.0,0.8,0.8,0.2,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,1.0,0.6,0.0,0.2,0.4,0.2,0.6,0.2,0.4,0.6,0.2,0.4,0.8,0.0,0.2,0.2,0.0,1.0,0.8,0.8,0.0,0.2,0.4,1.0,0.6,0.4,0.2,0.8,1.0,1.8,1.4,1.6,0.18,1077334.444719165,0.0
0.8,0.4,0.0,0.2,0.0,0.2,0.4,1.0,0.2,0.6,0.4,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.8,0.4,0.4,1.0,0.2,0.6,0.2,0.0,0.0,1.0,1.0,0.2,0.4,0.2,0.6,0.6,0.4,0.0,0.6,0.6,0.2,1.0,0.2,0.0,1.0,0.0,0.4,0.4,0.0,2.6,1.0,2.2,0.2700000000000001,1010540.482192867,0.0
0.2,1.0,0.6,0.8,0.6,0.8,1.0,0.4,0.8,0.0,1.0,0.6,1.0,1.0,1.0,0.6666666666666666,0.0,0.0,0.2,1.0,1.0,0.4,0.8,0.0,0.8,0.6,0.6,0.4,0.4,0.8,1.0,0.8,0.0,0.0,1.0,0.6,0.0,0.0,0.8,0.4,0.8,0.6,0.4,0.6,1.0,1.0,0.5,2.6,2.2,2.2,0.27,0.0,1.0
0.2,0.0,0.2,1.0,0.6,1.0,0.6,1.0,0.4,0.8,1.0,0.6,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,0.0,0.0,0.6,0.4,0.4,0.4,0.2,0.4,0.2,0.4,0.8,0.8,0.8,0.2,0.0,1.0,0.2,0.8,0.8,0.0,0.8,1.0,1.0,1.0,0.2,0.2,0.0,0.0,0.25,1.0,1.4,2.2,0.3,1083757.5029552048,0.0
0.8,0.6,0.8,0.4,0.0,0.4,0.0,0.4,1.0,0.2,0.4,0.0,0.0,1.0,0.0,1.0,0.3333333333333333,0.0,0.6,0.6,0.0,1.0,1.0,1.0,0.8,1.0,0.8,1.0,0.2,0.2,0.2,0.8,0.6,0.4,0.8,0.2,0.2,0.6,0.2,0.4,0.4,0.4,0.8,0.8,0.6,0.6,1.0,2.2,3.8,2.2,0.3,1114746.713993899,0.0
1.0,0.4,1.0,0.6,0.4,0.6,0.2,0.6,0.2,0.4,0.6,0.4,1.0,0.6666666666666666,1.0,0.6666666666666666,0.0,1.0,1.0,0.2,0.2,0.0,0.6,0.2,0.0,0.6,1.0,0.8,0.6,0.0,1.0,1.0,0.2,0.8,0.6,0.6,0.4,0.8,0.4,0.8,0.0,0.6,0.6,0.6,0.8,0.2,0.0,1.4,1.4,2.4,0.44999999999999996,1231100.7740712096,0.0
0.4,1.0,0.4,0.0,1.0,0.0,0.8,0.0,0.8,1.0,0.0,1.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.4,0.8,0.8,0.6,0.0,0.8,0.6,0.0,0.4,0.2,0.0,0.6,0.4,0.4,0.8,0.2,0.0,0.0,1.0,0.2,1.0,0.2,0.6,0.0,0.0,0.0,0.2,0.8,0.75,2.6,1.4,1.2000000000000002,0.27,1053669.1104039438,0.0
0.2,0.4,0.6,0.8,0.4,0.2,0.6,0.2,0.4,0.2,0.6,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,0.4,1.0,0.4,1.0,1.0,0.6,0.4,0.8,0.2,0.4,1.0,0.4,0.2,0.2,1.0,0.6,1.0,1.0,0.4,0.4,0.6,0.2,0.4,0.8,0.6,0.8,0.0,0.8,1.0,2.8,2.8,2.0,0.3,1100101.174816748,0.0
0.8,1.0,0.0,0.2,1.0,0.8,0.0,0.8,1.0,0.8,0.0,0.6,0.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.3333333333333333,1.0,0.4,1.0,0.4,0.4,0.0,1.0,0.2,0.8,1.0,0.4,1.0,0.8,0.8,0.4,0.0,0.4,0.4,1.0,1.0,0.0,0.8,1.0,0.2,0.0,0.2,0.6,0.2,0.5,2.8,1.6,3.2,0.3,1108457.3153224904,0.0
0.6,0.2,0.2,0.6,0.8,0.4,0.4,0.0,0.0,0.6,0.8,0.8,1.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.8,0.8,0.6,0.8,0.2,0.8,0.0,0.4,0.6,0.6,0.8,0.6,0.0,0.6,0.8,1.0,0.2,0.8,0.6,0.6,0.2,0.0,0.8,1.0,0.4,0.4,1.0,1.0,0.75,3.0,1.4,2.6,0.36,0.0,1.0
0.0,0.8,0.8,0.0,0.2,1.0,1.0,0.6,0.6,0.0,0.2,0.2,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.8,0.2,0.6,1.0,0.0,0.0,0.2,0.0,0.6,0.0,0.2,0.4,0.8,0.2,0.0,0.0,0.8,0.6,0.2,0.4,1.0,1.0,0.4,0.4,0.25,0.6000000000000001,2.6,0.2,0.18000000000000002,1043252.2145527448,0.0
0.0,0.4,0.0,0.8,1.0,0.0,0.2,0.4,0.0,0.8,0.0,0.6,0.6666666666666666,1.0,0.3333333333333333,0.0,0.0,0.0,0.6,0.8,0.8,0.4,0.6,0.0,1.0,1.0,0.2,0.2,0.4,0.2,0.8,0.8,0.8,0.0,0.8,0.0,0.4,0.2,1.0,1.0,0.8,0.6,0.6,0.0,0.8,0.0,0.75,2.6,2.6,1.0,0.36000000000000004,0.0,1.0
0.6,1.0,0.6,0.2,0.4,0.6,0.8,1.0,0.6,0.2,0.6,0.0,0.0,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.2,0.2,1.0,0.0,0.6,0.4,0.4,0.8,0.8,1.0,0.8,0.2,0.2,0.2,0.6,0.2,0.6,1.0,0.8,0.4,0.4,0.2,0.0,0.0,0.6,0.2,0.6,0.0,1.4,1.4,3.4000000000000004,0.18000000000000002,986868.2180961572,0.0
0.8,0.2,1.0,1.0,0.2,0.2,0.6,0.0,0.2,0.0,0.2,0.2,1.0,0.0,0.0,1.0,1.0,0.3333333333333333,0.4,0.6,0.0,0.2,0.2,0.2,0.6,0.2,0.6,1.0,0.0,0.6,1.0,0.0,1.0,0.2,0.0,0.2,0.6,0.6,0.2,0.8,0.0,1.0,0.4,0.8,0.4,0.4,1.0,1.2,1.2,2.2,0.33,1133375.2579275842,0.0
0.2,0.8,0.4,0.4,0.8,0.8,0.0,0.6,0.8,0.6,0.8,0.8,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,1.0,0.0,0.6,0.8,0.8,0.8,0.0,0.8,0.0,0.4,0.6,0.0,0.4,0.6,0.4,0.8,0.6,0.8,0.0,0.0,0.8,0.2,0.6,0.4,1.0,0.2,1.0,1.0,0.25,2.4000000000000004,2.4000000000000004,1.0,0.33,1094491.208339361,0.0
0.4,0.0,0.6,0.6,0.0,1.0,0.4,0.8,0.2,0.0,0.4,0.0,0.6666666666666666,0.6666666666666666,1.0,0.0,0.6666666666666666,0.3333333333333333,0.8,0.0,0.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.4,1.0,0.2,0.8,0.4,0.4,0.4,0.0,0.8,0.2,0.8,0.2,0.4,0.8,0.2,1.0,0.6,0.6,0.25,2.0,2.0,1.4,0.26999999999999996,1066963.643380899,0.0
1.0,0.6,0.0,0.0,0.6,0.4,1.0,0.2,0.8,0.6,1.0,0.6,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,1.0,0.2,0.6,0.8,0.4,0.6,0.4,0.4,0.6,0.6,0.6,1.0,0.4,0.8,0.2,1.0,1.0,1.0,0.6,0.2,0.8,0.2,0.8,1.0,0.2,0.8,0.4,0.0,0.0,0.75,2.0,2.0,2.6,0.44999999999999996,1117838.4953082865,0.0
0.6,0.4,0.2,0.8,0.8,0.8,0.8,0.6,0.4,1.0,0.2,1.0,1.0,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,0.0,0.0,0.4,1.0,0.6,1.0,0.6,0.8,0.8,1.0,0.8,0.2,0.2,0.0,0.4,0.0,0.2,0.6,0.4,0.4,1.0,0.0,0.0,0.6,0.6,0.6,0.2,0.2,0.8,0.5,2.0,3.2,2.2,0.09000000000000001,1036758.8739600892,0.0
0.0,1.0,0.8,0.2,0.2,0.2,0.2,0.0,1.0,0.4,0.8,0.4,0.3333333333333333,1.0,0.0,0.3333333333333333,1.0,0.6666666666666666,0.6,1.0,0.4,0.0,0.4,0.0,0.2,0.2,0.4,0.2,0.8,0.8,0.6,1.0,0.6,0.8,0.0,1.0,1.0,0.4,0.6,0.6,0.0,0.0,0.0,0.8,0.8,0.2,1.0,2.0,0.8,2.2,0.44999999999999996,1169026.0076938411,0.0
0.2,0.0,0.4,0.0,0.4,0.0,0.2,0.6,0.0,0.8,0.8,0.4,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.0,0.8,0.0,0.2,0.0,0.6,0.4,0.6,0.6,1.0,0.4,0.0,1.0,1.0,0.0,0.6,0.2,0.6,0.8,0.2,0.4,1.0,0.0,0.2,0.4,0.0,0.4,0.2,0.8,0.0,1.0,2.2,2.4,0.27,1061243.1256714538,0.0
0.8,0.6,1.0,0.6,1.0,0.6,0.8,0.0,0.6,0.2,0.2,1.0,0.6666666666666666,1.0,1.0,0.0,0.6666666666666666,0.6666666666666666,0.2,0.6,0.8,0.6,0.0,1.0,0.0,0.0,0.4,1.0,0.6,0.4,0.4,0.6,0.0,0.8,0.0,0.2,0.8,1.0,0.4,0.6,0.8,1.0,0.6,1.0,0.8,0.2,0.75,2.2,1.0,2.4,0.27,1087283.0641667333,0.0
1.0,0.4,0.8,0.4,0.6,0.4,0.6,0.8,0.4,0.0,1.0,0.6,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,1.0,0.3333333333333333,0.4,0.4,1.0,0.4,0.2,0.0,1.0,0.2,0.2,0.6,0.2,0.0,0.6,0.8,0.8,0.0,0.4,1.0,0.6,0.8,0.2,0.4,0.6,0.2,0.8,0.6,1.0,1.0,0.5,2.2,1.4,1.0,0.33,1142817.878973152,0.0
0.4,1.0,0.2,1.0,0.0,1.0,0.0,0.2,1.0,0.6,0.4,0.0,1.0,0.0,0.6666666666666666,1.0,0.3333333333333333,1.0,1.0,1.0,0.4,1.0,0.8,0.6,0.4,0.8,0.8,0.0,0.8,0.6,0.0,0.2,0.2,0.6,1.0,0.4,0.0,0.2,0.8,1.0,0.0,0.8,0.2,0.0,0.4,0.4,1.0,3.4,2.6,2.2,0.15,1061807.4573457432,0.0
0.4,0.2,1.0,0.2,0.6,0.8,0.4,0.2,0.0,0.2,1.0,1.0,0.0,0.0,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.8,1.0,1.0,0.6,0.2,0.8,0.6,0.4,0.6,0.4,0.0,0.4,0.2,0.4,0.4,0.0,0.2,0.6,0.6,0.0,1.0,0.8,1.0,0.0,1.0,0.8,0.0,0.0,0.5,3.4,2.0,1.4,0.15,1050590.7309998672,0.0
1.0,0.8,0.4,0.8,0.0,0.2,1.0,0.8,0.6,0.8,0.4,0.4,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.0,1.0,0.2,0.4,0.4,0.0,0.8,0.2,0.0,1.0,0.0,1.0,0.6,1.0,0.8,1.0,1.0,0.6,0.8,0.0,0.0,0.6,0.4,0.2,0.4,0.6,0.4,0.2,0.6,0.6,0.0,1.0,2.0,2.6,0.51,0.0,1.0
0.6,0.0,0.0,0.4,0.2,0.6,0.6,0.4,0.2,1.0,0.6,0.2,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,0.8,0.0,0.8,1.0,1.0,0.8,0.6,0.2,0.8,0.4,0.8,0.4,0.6,0.0,0.4,1.0,1.0,0.4,1.0,0.0,1.0,0.2,0.2,0.2,0.4,1.0,0.2,0.75,1.6,3.4,2.2,0.21,1077732.2521128254,0.0
0.0,0.6,0.6,1.0,0.8,0.0,0.0,1.0,0.8,0.4,0.0,0.8,1.0,0.3333333333333333,0.0,1.0,1.0,0.6666666666666666,0.6,0.2,0.6,0.2,0.4,0.4,0.2,0.0,0.8,0.2,1.0,0.2,1.0,0.0,0.6,1.0,0.4,0.4,1.0,0.4,0.6,0.4,0.8,0.8,0.8,1.0,0.4,0.8,0.25,1.6,1.0,2.2,0.39,1121571.275147976,0.0
